序号,汉字,拼音,义符（按字源）,声符（按字源）,构形依据,《说文》原文
1070,括,kuò,手,𠯑,从手𠯑聲,絜也。从手𠯑聲。
1071,拮,jié,手,吉,从手吉聲,手口共有所作也。从手吉聲。《詩》曰：“予手拮据。”
1072,拱,gǒng,手,共,从手共聲,斂手也。从手共聲。
1073,拾,shí,手,合,从手合聲,掇也。从手合聲。
1074,持,chí,手,寺,从手寺聲,握也。从手寺聲。
1075,挂,guà,手,圭,从手圭聲,畫也。从手圭聲。
1076,指,zhǐ,手,旨,从手旨聲,手指也。从手旨聲。
1077,按,àn,手,安,从手安聲,下也。从手安聲。
1078,挑,tiāo,手,兆,从手兆聲,撓也。从手兆聲。一曰摷也。《國語》曰：“卻至挑夭。”
1079,挞,tà,手,達,从手達聲,鄉飲酒，罰不敬，撻其背。从手達聲。
1080,挟,xié,手,夾,从手夾聲,俾持也。从手夾聲。
1081,挠,náo,手,堯,从手堯聲,擾也。从手堯聲。一曰捄也。
1082,挢,jiǎo,手,喬,从手喬聲,舉手也。从手喬聲。一曰撟，擅也。
1083,挤,jǐ,手,齊,从手齊聲,排也。从手齊聲。
1084,挥,huī,手,軍,从手軍聲,奮也。从手軍聲。
1085,挺,tǐng,手,廷,从手廷聲,拔也。从手廷聲。
1086,政,zhèng,攴,正,从攴从正，正亦聲,正也。从攴从正，正亦聲。
1087,故,gù,攴,古,从攴古聲,使爲之也。从攴古聲。
1088,斫,zhuó,斤,石,从斤石聲,擊也。从斤石聲。
1089,施,shī,㫃,也,从㫃也聲,旗皃。从㫃也聲。亝欒施字子旗，知施者旗也。
1090,既,jì,皀,旡,从皀旡聲,小食也。从皀旡聲。《論語》曰：“不使勝食旣。”
1091,映,yìng,日,央,从日央聲,明也。隱也。从日央聲。
1092,昧,mèi,日,未,从日未聲,爽，旦明也。从日未聲。一曰闇也。
1093,昨,zuó,日,乍,从日乍聲,壘日也。从日乍聲。
1094,昭,zhāo,日,召,从日召聲,日明也。从日召聲。
1095,昱,yù,日,立,从日立聲,明日也。从日立聲。
1096,昴,mǎo,日,卯,从日卯聲,白虎宿星。从日卯聲。
1097,显,xiǎn,頁,㬎,从頁㬎聲,頭明飾也。从頁㬎聲。
1098,曷,hé,曰,匃,从曰匃聲,何也。从曰匃聲。
1099,朐,qú,肉,句,从肉句聲,脯挺也。从肉句聲。
1100,枯,kū,木,古,从木古聲,槀也。从木古聲。《夏書》曰：“唯箘輅枯。”木名也。
1101,枰,píng,木,平,从木从平，平亦聲,平也。从木从平，平亦聲。
1102,枳,zhǐ,木,只,从木只聲,木。似橘。从木只聲。
1103,枵,xiāo,木,号,从木号聲,木根也。从木号聲。《春秋傳》曰：“歲在玄枵。”玄枵，虛也。
1104,枷,jiā,木,加,从木加聲,柫也。从木加聲。淮南謂之柍。
1105,枸,jǔ,木,句,从木句聲,木也。可爲醬。出蜀。从木句聲。
1106,柃,líng,木,令,从木令聲,木也。从木令聲。
1107,柄,bǐng,木,丙,从木丙聲,柯也。从木丙聲。
1108,柏,bǎi,木,白,从木白聲,鞠也。从木白聲。
1109,染,rǎn,水,杂,从水杂聲,以繒染爲色。从水杂聲。
1110,柔,róu,木,矛,从木矛聲,木曲直也。从木矛聲。
1111,柘,zhè,木,石,从木石聲,桑也。从木石聲。
1112,柙,xiá,木,甲,从木甲聲,檻也。以藏虎兕。从木甲聲。
1113,柚,yòu,木,由,从木由聲,條也。似橙而酢。从木由聲。《夏書》曰：“厥包橘柚。”
1114,柝,tuò,木,㡿,从木㡿聲,判也。从木㡿聲。《易》曰：“重門擊𣔳。”
1115,柞,zuò,木,乍,从木乍聲,木也。从木乍聲。
1116,柢,dǐ,木,氐,从木氐聲,木根也。从木氐聲。
1117,柩,jiù,匚,久,从匚从木，久聲,棺也。从匚从木，久聲。
1118,柯,kē,木,可,从木可聲,斧柄也。从木可聲。
1119,柰,nài,木,示,从木示聲,果也。从木示聲。
1120,柱,zhù,木,主,从木主聲,楹也。从木主聲。
1121,柽,chēng,木,聖,从木聖聲,河柳也。从木聖聲。
1122,柿,shì,木,市,从木市聲,赤實果。从木市聲。
1123,栀,zhī,木,巵,从木巵聲,木實可染。从木巵聲。
1124,栅,zhà,木,冊,从木从冊，冊亦聲,編樹木也。从木从冊，冊亦聲。
1125,标,biāo,木,𤐫,从木𤐫聲,木杪末也。从木𤐫聲。
1126,栈,zhàn,木,戔,从木戔聲,棚也。竹木之車曰棧。从木戔聲。
1127,栉,zhì,木,節,从木節聲,梳比之總名也。从木節聲。
1128,栊,lóng,木,龍,从木龍聲,檻也。从木龍聲。
1129,栋,dòng,木,東,从木東聲,極也。从木東聲。
1130,栌,lú,木,盧,从木盧聲,柱上柎也。从木盧聲。伊尹曰：“果之美者，箕山之東，青鳧之所，有櫨橘焉。夏孰也。”一曰宅櫨木，出弘農山也。
1131,栎,lì,木,樂,从木樂聲,木也。从木樂聲。
1132,树,shù,木,尌,从木尌聲,生植之緫名。从木尌聲。
1133,殂,cú,歺,且,从歺且聲,往、死也。从歺且聲。《虞書》曰：“勛乃殂。”
1134,殃,yāng,歺,央,从歺央聲,咎也。从歺央聲。
1135,殄,tiǎn,歺,㐱,从歺㐱聲,盡也。从歺㐱聲。
1136,殆,dài,歺,台,从歺台聲,危也。从歺台聲。
1137,殇,shāng,歺,傷,从歺，傷省聲,不成人也。人年十九至十六死，爲長殤；十五至十二死，爲中殤；十一至八歲死，爲下殤。从歺，傷省聲。
1138,残,cán,歺,戔,从歺戔聲,賊也。从歺戔聲。
1139,段,duàn,殳,耑,从殳，耑省聲,椎物也。从殳，耑省聲。
1140,毖,bì,比,必,从比必聲,愼也。从比必聲。《周書》曰：“無毖于卹。”
1141,泶,xué,水,學,从水，學省聲,夏有水，冬無水，曰澩。从水，學省聲。讀若學。
1142,洁,jié,水,絜,从水絜聲,瀞也。从水絜聲。
1143,洇,yīn,水,因,从水因聲,水也。从水因聲。
1144,洋,xiáng,水,羊,从水羊聲,水。出齊臨朐高山，東北入鉅定。从水羊聲。
1145,洌,liè,水,列,从水列聲,水清也。从水列聲。《易》曰：“井𣸟，寒泉，食。”
1146,洎,jì,水,自,从水自聲,灌釜也。从水自聲。
1147,洒,xǐ,水,西,从水西聲,滌也。从水西聲。古文爲灑埽字。
1148,洗,xiǎn,水,先,从水先聲,洒足也。从水先聲。
1149,洙,shū,水,朱,从水朱聲,水。出泰山蓋臨樂山，北入泗。从水朱聲。
1150,洚,jiàng,水,夅,从水夅聲,水不遵道。一曰下也。从水夅聲。
1151,洛,luò,水,各,从水各聲,水。出左馮翊歸德北夷界中，東南入渭。从水各聲。
1152,洞,dòng,水,同,从水同聲,疾流也。从水同聲。
1153,津,jīn,水,𦘔,从水𦘔聲,水渡也。从水𦘔聲。
1154,洧,wěi,水,有,从水有聲,水。出潁川陽城山，東南入潁。从水有聲。
1155,洪,hóng,水,共,从水共聲,洚水也。从水共聲。
1156,洫,xù,水,血,从水血聲,十里爲成。成閒廣八尺、深八尺謂之洫。从水血聲。《論語》曰：“盡力于溝洫。”
1157,洮,táo,水,兆,从水兆聲,水。出隴西臨洮，東北入河。从水兆聲。
1158,洵,xún,水,旬,从水旬聲,過水中也。从水旬聲。
1159,洹,huán,水,亘,从水亘聲,水。在齊魯閒。从水亘聲。
1160,活,guō,水,𠯑,从水𠯑聲,水流聲。从水𠯑聲。
1161,洼,wā,水,圭,从水圭聲,深池也。从水圭聲。
1162,洽,qià,水,合,从水合聲,霑也。从水合聲。
1163,派,pài,水,𠂢,从水从𠂢，𠂢亦聲,別水也。从水从𠂢，𠂢亦聲。
1164,浃,jiā,水,夾,从水夾聲,洽也。从也。从水夾聲。
1165,浇,jiāo,水,堯,从水堯聲,𣵽也。从水堯聲。
1166,浈,zhēn,水,貞,从水貞聲,水。出南海龍川，西入溱。从水貞聲。
1167,浊,zhuó,水,蜀,从水蜀聲,水。出齊郡厲嬀山，東北入鉅定。从水蜀聲。
1168,测,cè,水,則,从水則聲,深所至也。从水則聲。
1169,浍,guì,水,會,从水會聲,水。出靃山，西南入汾。从水會聲。
1170,济,jǐ,水,齊,从水齊聲,水。出常山房子贊皇山，東入泜。从水齊聲。
1171,浏,liú,水,劉,从水劉聲,流清皃。从水劉聲。《詩》曰：“𤄉其清矣。”
1172,浑,hún,水,軍,从水軍聲,混流聲也。从水軍聲。一曰洿下皃。
1173,浓,nóng,水,農,从水農聲,露多也。从水農聲。《詩》曰：“零露濃濃。”
1174,浔,xún,水,尋,从水尋聲,㫄深也。从水尋聲。
1175,炫,xuàn,火,玄,从火玄聲,燿燿也。从火玄聲。
1176,炭,tàn,火,岸,从火，岸省聲,燒木餘也。从火，岸省聲。
1177,炮,páo,火,包,从火包聲,毛炙肉也。从火包聲。
1178,炯,jiǒng,火,冋,从火冋聲,光也。从火冋聲。
1179,炱,tái,火,台,从火台聲,灰，炱煤也。从火台聲。
1180,炳,bǐng,火,丙,从火丙聲,明也。从火丙聲。
1181,点,diǎn,黑,占,从黑占聲,小黑也。从黑占聲。
1182,炼,liàn,火,柬,从火柬聲,鑠治金也。从火柬聲。
1183,炽,chì,火,戠,从火戠聲,盛也。从火戠聲。
1184,烁,shuò,火,樂,从火樂聲,灼爍，光也。从火樂聲。
1185,牲,shēng,牛,生,从牛生聲,牛完全。从牛生聲。
1186,狠,yán,犬,艮,从犬艮聲,吠鬬聲。从犬艮聲。
1187,狡,jiǎo,犬,交,从犬交聲,少狗也。从犬交聲。匃奴地有狡犬，巨口而黑身。
1188,狩,shòu,犬,守,从犬守聲,犬田也。从犬守聲。《易》曰：“明夷于南狩。”
1189,独,dú,犬,蜀,从犬蜀聲,犬相得而鬬也。从犬蜀聲。羊爲羣，犬爲獨也。一曰北嚻山有獨𤞞獸，如虎，白身，豕鬣，尾如馬。
1190,狯,kuài,犬,會,从犬會聲,狡獪也。从犬會聲。
1191,玲,líng,玉,令,从玉令聲,玉聲。从玉令聲。
1192,珂,kē,玉,可,从玉可聲,玉也。从玉可聲。
1193,珈,jiā,玉,加,从玉加聲,婦人首飾。从玉加聲。《詩》曰：“副筓六珈。”
1194,珉,mín,玉,民,从玉民聲,石之美者。从玉民聲。
1195,珊,shān,玉,刪,从玉，刪省聲,珊瑚，色赤，生於海，或生於山。从玉，刪省聲。
1196,珍,zhēn,玉,㐱,从玉㐱聲,寶也。从玉㐱聲。
1197,珑,lóng,玉,龍,从玉从龍，龍亦聲,禱旱玉。龍文。从玉从龍，龍亦聲。
1198,瓴,líng,瓦,令,从瓦令聲,瓮，似瓶也。从瓦令聲。
1199,疥,jiè,疒,介,从疒介聲,搔也。从疒介聲。
1200,疫,yì,疒,役,从疒，役省聲,民皆疾也。从疒，役省聲。
1201,盅,chōng,皿,中,从皿中聲,器虛也。从皿中聲。《老子》曰：“道盅而用之。”
1202,盆,pén,皿,分,从皿分聲,盎也。从皿分聲。
1203,盼,pàn,目,分,”从目分聲,《詩》曰：“美目盼兮。”从目分聲。
1204,眄,miǎn,目,丏,从目丏聲,目偏合也。一曰衺視也。秦語。从目丏聲。
1205,眇,miǎo,目,少,从目从少，少亦聲,一目小也。从目从少，少亦聲。
1206,眈,dān,目,冘,从目冘聲,視近而志遠。从目冘聲。《易》曰：“虎視眈眈。”
1207,眨,zhǎ,目,乏,从目乏聲,動目也。从目乏聲。
1208,矜,jīn,矛,今,从矛今聲,矛柄也。从矛今聲。
1209,砌,qì,石,切,从石切聲,階甃也。从石切聲。
1210,研,yán,石,幵,从石幵聲,䃺也。从石幵聲。
1211,砚,yàn,石,見,从石見聲,石滑也。从石見聲。
1212,砭,biān,石,乏,从石乏聲,以石刺病也。从石乏聲。
1213,祓,fú,示,犮,从示犮聲,除惡祭也。从示犮聲。
1214,祖,zǔ,示,且,从示且聲,始廟也。从示且聲。
1215,祗,zhī,示,氐,从示氐聲,敬也。从示氐聲。
1216,祚,zuò,示,乍,从示乍聲,福也。从示乍聲。
1217,祠,cí,示,司,从示司聲,春祭曰祠。品物少，多文詞也。从示司聲。仲春之月，祠不用犧牲，用圭璧及皮幣。
1218,祢,nǐ,示,爾,从示爾聲,親廟也。从示爾聲。一本云古文𥜬也。
1219,秋,qiū,禾,𤒅,从禾，𤒅省聲,禾穀孰也。从禾，𤒅省聲。
1220,种,chóng,禾,重,从禾重聲,先穜後孰也。从禾重聲。
1221,秒,miǎo,禾,少,从禾少聲,禾芒也。从禾少聲。
1222,秕,bǐ,禾,比,从禾比聲,不成粟也。从禾比聲。
1223,秭,zǐ,禾,𠂔,从禾𠂔聲,五稯爲秭。从禾𠂔聲。一曰數億至萬曰秭。
1224,窀,zhūn,穴,屯,从穴屯聲,葬之厚夕。从穴屯聲。《春秋傳》曰：“窀穸从先君於地下。”
1225,窆,biǎn,穴,乏,从穴乏聲,葬下棺也。从穴乏聲。《周禮》曰：“及窆執斧。”
1226,竖,shù,臤,豆,从臤豆聲,豎立也。从臤豆聲。
1227,竽,yú,竹,亏,从竹亏聲,管三十六簧也。从竹亏聲。
1228,竿,gān,竹,干,从竹干聲,竹梃也。从竹干聲。
1229,笃,dǔ,馬,竹,从馬竹聲,馬行頓遟。从馬竹聲。
1230,类,lèi,犬,頪,从犬頪聲,種類相似，唯犬爲甚。从犬頪聲。
1231,结,jié,糸,吉,从糸吉聲,締也。从糸吉聲。
1232,绔,kù,糸,夸,从糸夸聲,脛衣也。从糸夸聲。
1233,绕,rǎo,糸,堯,从糸堯聲,纏也。从糸堯聲。
1234,绘,huì,糸,會,”从糸會聲,會五采繡也。《虞書》曰：“山龍華蟲作繪。”《論語》曰：“繪事後素。”从糸會聲。
1235,给,jǐ,糸,合,从糸合聲,相足也。从糸合聲。
1236,绚,xuàn,糸,旬,”从糸旬聲,《詩》云：“素以爲絢兮。”从糸旬聲。
1237,绛,jiàng,糸,夅,从糸夅聲,大赤也。从糸夅聲。
1238,络,luò,糸,各,从糸各聲,絮也。一曰麻未漚也。从糸各聲。
1239,统,tǒng,糸,充,从糸充聲,紀也。从糸充聲。
1240,缸,gāng,缶,工,从缶工聲,瓦也。从缶工聲。
1241,胂,shēn,肉,申,从肉申聲,夾𦟝肉也。从肉申聲。
1242,胄,zhòu,冃,由,从冃由聲,兜鍪也。从冃由聲。
1243,胆,dǎn,肉,詹,从肉詹聲,連肝之府。从肉詹聲。
1244,背,bèi,肉,北,从肉北聲,𦟝也。从肉北聲。
1245,胎,tāi,肉,台,从肉台聲,婦孕三月也。从肉台聲。
1246,胖,pàn,半,半,从半从肉，半亦聲,半體肉也。一曰廣肉。从半从肉，半亦聲。
1247,胗,zhěn,肉,㐱,从肉㐱聲,脣瘍也。从肉㐱聲。
1248,胙,zuò,肉,乍,从肉乍聲,祭福肉也。从肉乍聲。
1249,胜,xīng,肉,生,从肉生聲,犬膏臭也。从肉生聲。一曰不孰也。
1250,胝,zhī,肉,氐,从肉氐聲,腄也。从肉氐聲。
1251,胡,hú,肉,古,从肉古聲,牛𩔞垂也。从肉古聲。
1252,胥,xū,肉,疋,从肉疋聲,蟹醢也。从肉疋聲。
1253,胧,lóng,月,龍,从月龍聲,朦朧也。从月龍聲。
1254,胪,lú,肉,盧,从肉盧聲,皮也。从肉盧聲。
1255,胫,jìng,肉,坙,从肉坙聲,胻也。从肉坙聲。
1256,茈,zǐ,艸,此,从艸此聲,茈艸也。从艸此聲。
1257,茗,míng,艸,名,从艸名聲,荼芽也。从艸名聲。
1258,茜,qiàn,艸,西,从艸西聲,茅蒐也。从艸西聲。
1259,茨,cí,艸,次,从艸次聲,以茅葦蓋屋。从艸次聲。
1260,茬,chí,艸,在,从艸在聲,艸皃。从艸在聲。濟北有茬平縣。
1261,茭,jiāo,艸,交,从艸交聲,乾芻。从艸交聲。一曰牛蘄艸。
1262,茱,zhū,艸,朱,从艸朱聲,茱萸，茮屬。从艸朱聲。
1263,茵,yīn,艸,因,从艸因聲,車重席。从艸因聲。
1264,茸,róng,艸,聦,从艸，聦省聲,艸茸茸皃。从艸，聦省聲。
1265,茹,rú,艸,如,从艸如聲,飤馬也。从艸如聲。
1266,荀,xún,艸,旬,从艸旬聲,艸也。从艸旬聲。
1267,荃,quán,艸,全,从艸全聲,芥脃也。从艸全聲。
1268,荆,jīng,艸,刑,从艸刑聲,楚木也。从艸刑聲。
1269,草,zào,艸,早,从艸早聲,草斗，櫟實也。一曰象斗子。从艸早聲。
1270,荏,rěn,艸,任,从艸任聲,桂荏，蘇。从艸任聲。
1271,荐,jiàn,艸,存,从艸存聲,薦蓆也。从艸存聲。
1272,荑,tí,艸,夷,从艸夷聲,艸也。从艸夷聲。
1273,荒,huāng,艸,㠩,从艸㠩聲,蕪也。从艸㠩聲。一曰艸淹地也。
1274,荔,lì,艸,劦,从艸劦聲,艸也。似蒲而小，根可作㕞。从艸劦聲。
1275,荚,jiá,艸,夾,从艸夾聲,艸實。从艸夾聲。
1276,荛,ráo,艸,堯,从艸堯聲,薪也。从艸堯聲。
1277,荟,huì,艸,會,从艸會聲,艸多皃。从艸會聲。《詩》曰：“薈兮蔚兮。”
1278,荠,cí,艸,齊,从艸齊聲,蒺棃也。从艸齊聲。《詩》曰：“牆有薺。”
1279,荡,dàng,皿,湯,从皿湯聲,滌器也。从皿湯聲。
1280,荣,róng,木,熒,从木，熒省聲,桐木也。从木，熒省聲。一曰屋梠之兩頭起者爲榮。
1281,荤,hūn,艸,軍,从艸軍聲,臭菜也。从艸軍聲。
1282,荥,xíng,水,熒,从水，熒省聲,絕小水也。从水，熒省聲。
1283,荦,luò,牛,勞,从牛，勞省聲,駁牛也。从牛，勞省聲。
1284,荨,tán,艸,尋,从艸尋聲,䒞藩也。从艸尋聲。
1285,荩,jìn,艸,盡,从艸盡聲,艸也。从艸盡聲。
1286,荪,sūn,艸,孫,从艸孫聲,香艸也。从艸孫聲。
1287,荫,yìn,艸,陰,从艸陰聲,艸陰地。从艸陰聲。
1288,药,yào,艸,樂,从艸樂聲,治病艸。从艸樂聲。
1289,莒,jǔ,艸,呂,从艸呂聲,齊謂芌爲莒。从艸呂聲。
1290,莛,tíng,艸,廷,从艸廷聲,莖也。从艸廷聲。
1291,虹,hóng,虫,工,从虫工聲,螮蝀也。狀似蟲。从虫工聲。《明堂月令》曰：“虹始見。”
1292,虺,huǐ,虫,兀,”从虫兀聲,虺以注鳴。《詩》曰：“胡爲纵蜥。”从虫兀聲。
1293,虽,suī,虫,唯,从虫唯聲,似蜥蜴而大。从虫唯聲。
1294,虾,há,虫,叚,从虫叚聲,蝦蟆也。从虫叚聲。
1295,衽,rèn,衣,壬,从衣壬聲,衣䘳也。从衣壬聲。
1296,袂,mèi,衣,夬,从衣夬聲,袖也。从衣夬聲。
1297,袄,ǎo,衣,奥,从衣奥聲,𧚍屬。从衣奥聲。
1298,要,yāo,𦥑,交,从𦥑，交省聲,身中也。象人要自𦥑之形。从𦥑，交省聲。
1299,觇,chān,見,占,从見占聲,窺也。从見占聲。《春秋傳》曰：“公使覘之，信。”
1300,览,lǎn,見,監,从見、監，監亦聲,觀也。从見、監，監亦聲。
1301,觉,jué,見,學,从見，學省聲,寤也。从見，學省聲。一曰發也。
1302,訇,hōng,言,勻,从言，勻省聲,騃言聲。从言，勻省聲。漢中西城有訇鄉。又讀若玄。
1303,诫,jiè,言,戒,从言戒聲,敕也。从言戒聲。
1304,诬,wū,言,巫,从言巫聲,加也。从言巫聲。
1305,语,yǔ,言,吾,从言吾聲,論也。从言吾聲。
1306,误,wù,言,吳,从言吳聲,謬也。从言吳聲。
1307,诰,gào,言,告,从言告聲,告也。从言告聲。
1308,诲,huì,言,每,从言每聲,曉教也。从言每聲。
1309,诳,kuáng,言,狂,从言狂聲,欺也。从言狂聲。
1310,诵,sòng,言,甬,从言甬聲,諷也。从言甬聲。
1311,诶,xī,言,矣,从言矣聲,可惡之辭。从言矣聲。一曰誒然。《春秋傳》曰：“誒誒出出。”
1312,贰,èr,貝,弍,从貝弍聲,副、益也。从貝弍聲。弍，古文二。
1313,贱,jiàn,貝,戔,从貝戔聲,賈少也。从貝戔聲。
1314,贲,bì,貝,卉,从貝卉聲,飾也。从貝卉聲。
1315,贳,shì,貝,丗,从貝丗聲,貸也。从貝丗聲。
1316,贴,tiē,貝,占,从貝占聲,以物爲質也。从貝占聲。
1317,贵,guì,貝,臾,从貝臾聲,物不賤也。从貝臾聲。臾，古文蕢。
1318,贶,kuàng,貝,兄,从貝兄聲,賜也。从貝兄聲。
1319,贷,dài,貝,代,从貝代聲,施也。从貝代聲。
1320,贸,mào,貝,戼,从貝戼聲,易財也。从貝戼聲。
1321,费,fèi,貝,弗,从貝弗聲,𢿱財用也。从貝弗聲。
1322,贺,hè,貝,加,从貝加聲,以禮相奉慶也。从貝加聲。
